source_file;Name;M1;M2;M3;Num;Type;Lenght;DateTime;text;userText;outC;AHI;Valtxt;ValVal;ValMU;Continuità;Continuità_unit;I Test;I Test_unit;Informazioni generali;Informazioni generali_unit;Irraggiamento;Irraggiamento_unit;Irraggiamento minimo;Irraggiamento minimo_unit;Isc avg;Isc avg_unit;Isc opc;Isc opc_unit;Isc stc;Isc stc_unit;Isolamento;Isolamento_unit;Modalità temperatura;Modalità temperatura_unit;Numero Moduli;Numero Moduli_unit;PVCHECK  S/N 12070024;PVCHECK  S/N 12070024_unit;R Lim;R Lim_unit;RI;RI_unit;RPE;RPE_unit;Ri;Ri_unit;Ri +;Ri +_unit;Ri -;Ri -_unit;Rlim;Rlim_unit;Rmax;Rmax_unit;Temperatura;Temperatura_unit;Tol I;Tol I_unit;Tol V;Tol V_unit;Unità remota;Unità remota_unit;V0 nom;V0 nom_unit;VEN;VEN_unit;VEP;VEP_unit;VPN;VPN_unit;Vmis (-);Vmis (-)_unit;Vnom;Vnom_unit;Voc avg;Voc avg_unit;Voc opc;Voc opc_unit;Voc stc;Voc stc_unit;Vtest;Vtest_unit;alpha;alpha_unit;beta;beta_unit
Ze kterého souboru data pocházejí;Název typu měření (např. I-V Check);Číslo elektrárny nebo úroveň 1;Číslo řady panelů (string);Číslo modulu;Pořadové číslo měření;Kód typu záznamu;Délka nebo počet vzorků;Kdy se měřilo (datum a čas);Krátký popis měření;Poznámky od obsluhy;Výstupní kód přístroje;Označení panelu (např. SPR-318E);Typ testu (např. IV Test);Číselná hodnota;Jednotka hodnoty;Kontinuita obvodu (0 = OK);Jednotka;Proud použitý při testu;Jednotka proudu (mA);Obecné informace;Jednotka;Kolik světla dopadá na panel (W/m²);Jednotka;Minimální osvit pro měření;Jednotka;Průměrný zkratový proud;Jednotka (A);Zkratový proud při provozní teplotě;Jednotka (A);Zkratový proud při standardních podmínkách;Jednotka (A);Stav izolace;Jednotka;Režim měření teploty (nastavení);Jednotka;Kolik panelů se měřilo;Jednotka;Sériové číslo měřicího přístroje;Jednotka;Minimální povolený odpor;Jednotka;Izolační odpor (čím vyšší tím lépe);Jednotka (MΩ);Odpor uzemnění (čím nižší tím lépe);Jednotka (Ω);Odpor;Jednotka;Izolační odpor z plusu;Jednotka;Izolační odpor z minusu;Jednotka;Limit odporu pro vyhodnocení;Jednotka;Maximální naměřený odpor;Jednotka;Teplota panelu nebo okolí;Jednotka (°C);Povolená odchylka proudu v procentech;Jednotka;Povolená odchylka napětí v procentech;Jednotka;Vzdálená jednotka (0 = nepoužita);Jednotka;Nominální napětí;Jednotka;Napětí z minusu;Jednotka;Napětí z plusu;Jednotka;Součet absolutních napětí plus a minus;Jednotka;Měřené napětí minus;Jednotka;Nominální napětí řetězce;Jednotka (V);Průměrné napětí naprázdno;Jednotka (V);Napětí naprázdno při provozní teplotě;Jednotka (V);Napětí naprázdno při standardních podmínkách;Jednotka (V);Napětí při testu izolace;Jednotka (V);Jak se mění napětí s teplotou;Jednotka (%/°C);Jak se mění proud s teplotou;Jednotka (%/°C)
